,name,studio,runtime_minutes,genres,original_language,popularity,release_date_x,vote_average,vote_count,production_budget,domestic_gross_y,worldwide_gross
209,The Runaways,App.,106.0,"Biography,Drama,Music",en,8.19,2010-03-19,6.4,448,"$9,500,000","$3,573,673","$5,278,632"
210,The Runaways,App.,108.0,Adventure,en,8.19,2010-03-19,6.4,448,"$9,500,000","$3,573,673","$5,278,632"
211,Four Lions,Drft.,97.0,"Comedy,Crime,Drama",en,9.968,2010-11-05,7.0,621,"$3,750,000","$310,007","$2,436,111"
212,Please Give,SPC,87.0,"Comedy,Drama",en,5.945,2010-01-22,6.3,81,"$3,000,000","$4,033,574","$4,570,178"
213,Monsters,Magn.,94.0,"Drama,Sci-Fi,Thriller",en,10.175,2010-10-29,6.2,848,"$500,000","$237,301","$5,639,730"
214,Monsters,Magn.,94.0,"Drama,Sci-Fi,Thriller",en,1.122,2015-10-28,7.4,5,"$500,000","$237,301","$5,639,730"
215,Monsters,Magn.,45.0,"Documentary,Drama,History",en,10.175,2010-10-29,6.2,848,"$500,000","$237,301","$5,639,730"
216,Monsters,Magn.,45.0,"Documentary,Drama,History",en,1.122,2015-10-28,7.4,5,"$500,000","$237,301","$5,639,730"
217,Monsters,Magn.,87.0,Horror,en,10.175,2010-10-29,6.2,848,"$500,000","$237,301","$5,639,730"
218,Monsters,Magn.,87.0,Horror,en,1.122,2015-10-28,7.4,5,"$500,000","$237,301","$5,639,730"
221,Monsters,Magn.,97.0,"Drama,Thriller",en,10.175,2010-10-29,6.2,848,"$500,000","$237,301","$5,639,730"
222,Monsters,Magn.,97.0,"Drama,Thriller",en,1.122,2015-10-28,7.4,5,"$500,000","$237,301","$5,639,730"
223,The Killer Inside Me,IFC,109.0,"Crime,Drama,Horror",en,7.087,2010-04-27,5.9,304,"$13,000,000","$217,277","$3,617,277"
224,Wild Target,Free,98.0,"Action,Comedy,Crime",en,9.355,2010-10-29,6.4,356,"$8,000,000","$109,338","$5,314,194"
225,Kites,Relbig.,123.0,"Action,Drama,Romance",hi,6.058,2010-05-21,5.8,67,"$9,200,000","$1,685,269","$17,155,193"
226,Letters to God,Viv.,110.0,"Drama,Family",en,4.242,2010-04-09,6.9,71,"$3,000,000","$2,848,587","$3,237,452"
227,Flipped,WB,90.0,"Comedy,Drama,Romance",en,9.781,2010-08-06,7.4,859,"$14,000,000","$1,755,212","$4,289,993"
228,Flipped,WB,90.0,"Comedy,Drama,Romance",en,0.962,2015-12-15,7.0,2,"$14,000,000","$1,755,212","$4,289,993"
229,Flipped,WB,90.0,"Drama,Thriller",en,9.781,2010-08-06,7.4,859,"$14,000,000","$1,755,212","$4,289,993"
230,Flipped,WB,90.0,"Drama,Thriller",en,0.962,2015-12-15,7.0,2,"$14,000,000","$1,755,212","$4,289,993"
231,It's a Wonderful Afterlife,UTV,100.0,"Comedy,Drama,Fantasy",en,1.332,2010-10-08,4.6,12,"$10,000,000",$0,"$1,642,939"
232,Casino Jack,ATO,108.0,"Biography,Comedy,Crime",en,9.432,2010-12-17,6.1,149,"$12,500,000","$2,039,869","$2,272,186"
233,All Good Things,Magn.,101.0,"Crime,Drama,Mystery",en,7.871,2010-12-03,6.0,493,"$20,000,000","$582,024","$873,617"
234,I Spit on Your Grave,Anch.,108.0,"Horror,Thriller",en,13.102,2010-10-08,6.3,977,"$1,750,000","$93,051","$1,278,471"
235,The Extra Man,Magn.,108.0,Comedy,en,5.056,2010-08-01,5.9,46,"$7,000,000","$453,377","$492,108"
236,Tiny Furniture,IFC,98.0,"Comedy,Drama,Romance",en,6.695,2010-11-12,5.9,82,"$50,000","$391,674","$424,149"
237,The Tempest,Mira.,110.0,"Comedy,Drama,Fantasy",en,6.3,2010-12-10,5.8,52,"$20,000,000","$277,943","$277,943"
238,The Tempest,Mira.,131.0,Drama,en,6.3,2010-12-10,5.8,52,"$20,000,000","$277,943","$277,943"
239,The Tempest,Mira.,169.0,"Comedy,Drama",en,6.3,2010-12-10,5.8,52,"$20,000,000","$277,943","$277,943"
241,Welcome to the Rileys,Gold.,110.0,Drama,en,8.348,2010-10-29,6.5,241,"$10,000,000","$152,857","$355,919"
242,The Girl on the Train,Strand,80.0,Thriller,en,1.595,2014-07-03,5.9,25,"$45,000,000","$75,395,035","$174,278,214"
243,The Girl on the Train,Strand,80.0,Thriller,en,11.927,2016-10-07,6.3,3479,"$45,000,000","$75,395,035","$174,278,214"
244,The Girl on the Train,Strand,80.0,Thriller,en,11.927,2016-10-07,6.3,3479,"$45,000,000","$75,395,035","$174,278,214"
245,The Girl on the Train,Strand,112.0,"Crime,Drama,Mystery",en,1.595,2014-07-03,5.9,25,"$45,000,000","$75,395,035","$174,278,214"
246,The Girl on the Train,Strand,112.0,"Crime,Drama,Mystery",en,11.927,2016-10-07,6.3,3479,"$45,000,000","$75,395,035","$174,278,214"
247,The Girl on the Train,Strand,112.0,"Crime,Drama,Mystery",en,11.927,2016-10-07,6.3,3479,"$45,000,000","$75,395,035","$174,278,214"
251,Freakonomics,Magn.,93.0,Documentary,en,5.705,2010-10-01,6.6,57,"$2,900,000","$101,270","$172,867"
252,Transformers: Dark of the Moon,P/DW,154.0,"Action,Adventure,Sci-Fi",en,5.339,2011-06-28,6.1,4961,"$195,000,000","$352,390,543","$1,123,790,543"
253,Pirates of the Caribbean: On Stranger Tides,BV,136.0,"Action,Adventure,Fantasy",en,30.579,2011-05-20,6.4,8571,"$410,600,000","$241,063,875","$1,045,663,875"
254,Kung Fu Panda 2,P/DW,90.0,"Action,Adventure,Animation",en,17.363,2011-05-25,6.7,3628,"$150,000,000","$165,249,063","$664,837,547"
255,Fast Five,Uni.,130.0,"Action,Crime,Thriller",en,2.097,2011-04-28,7.2,4294,"$125,000,000","$210,031,325","$630,163,454"
256,The Hangover Part II,WB,102.0,"Comedy,Mystery",en,32.266,2011-05-25,6.4,6231,"$80,000,000","$254,464,305","$586,464,305"
257,The Smurfs,Sony,103.0,"Adventure,Animation,Comedy",en,16.533,2011-07-29,5.6,2112,"$110,000,000","$142,614,158","$563,749,323"
258,Cars 2,BV,106.0,"Adventure,Animation,Comedy",en,23.498,2011-06-16,5.9,4058,"$200,000,000","$191,450,875","$560,155,383"
259,Puss in Boots,P/DW,90.0,"Action,Adventure,Animation",en,9.078,2011-10-28,6.3,1422,"$130,000,000","$149,260,504","$554,987,477"
260,Sherlock Holmes: A Game of Shadows,WB,129.0,"Action,Adventure,Crime",en,18.301,2011-12-16,7.1,6380,"$125,000,000","$186,848,418","$535,663,443"
261,Rio,Fox,96.0,"Adventure,Animation,Comedy",en,14.695,2011-04-15,6.6,3730,"$90,000,000","$143,619,809","$487,519,809"
262,Rio,Fox,90.0,Documentary,en,14.695,2011-04-15,6.6,3730,"$90,000,000","$143,619,809","$487,519,809"
263,Rio,Fox,87.0,Drama,en,14.695,2011-04-15,6.6,3730,"$90,000,000","$143,619,809","$487,519,809"
264,Rise of the Planet of the Apes,Fox,105.0,"Action,Drama,Sci-Fi",en,22.995,2011-08-04,7.2,7259,"$93,000,000","$176,760,185","$470,986,200"
265,Thor,Par.,115.0,"Action,Adventure,Fantasy",en,38.068,2011-05-06,6.7,12764,"$150,000,000","$181,030,624","$449,326,618"
266,The Adventures of Tintin,Par.,107.0,"Action,Adventure,Animation",en,11.981,2011-12-20,6.8,3251,"$130,000,000","$77,591,831","$373,993,951"
267,Captain America: The First Avenger,Par.,124.0,"Action,Adventure,Sci-Fi",en,25.808,2011-07-22,6.9,12810,"$140,000,000","$176,654,505","$370,569,776"
268,X-Men: First Class,Fox,131.0,"Action,Adventure,Sci-Fi",en,1.447,2011-06-03,7.2,8211,"$160,000,000","$146,408,305","$355,408,305"
269,Alvin and the Chipmunks: Chipwrecked,Fox,87.0,"Adventure,Animation,Comedy",en,12.672,2011-12-16,5.5,1055,"$80,000,000","$133,107,389","$349,088,523"
270,Real Steel,BV,127.0,"Action,Drama,Family",en,14.811,2011-10-06,6.8,4566,"$110,000,000","$85,463,309","$263,880,341"
271,Bridesmaids,Uni.,125.0,"Comedy,Romance",en,9.805,2011-05-13,6.5,2783,"$32,500,000","$169,211,718","$289,632,023"
272,Super 8,Par.,112.0,"Mystery,Sci-Fi,Thriller",en,14.39,2011-06-09,6.7,3934,"$50,000,000","$127,004,179","$257,972,745"
273,Rango,Par.,107.0,"Adventure,Animation,Comedy",en,14.462,2011-03-03,6.6,3412,"$135,000,000","$123,477,607","$245,724,600"
274,The Green Hornet,Sony,119.0,"Action,Comedy,Crime",en,14.501,2011-01-13,5.5,1897,"$110,000,000","$98,780,042","$229,155,503"
275,Immortals,Rela.,110.0,"Action,Drama,Fantasy",en,14.774,2011-11-11,5.8,1431,"$75,000,000","$83,504,017","$211,562,435"
276,Green Lantern,WB,114.0,"Action,Adventure,Sci-Fi",en,17.257,2011-06-17,5.1,4290,"$200,000,000","$116,601,172","$219,535,492"
277,The Help,BV,146.0,Drama,en,12.598,2011-08-10,8.1,3944,"$25,000,000","$169,705,587","$213,120,004"
278,Bad Teacher,Sony,92.0,"Comedy,Romance",en,13.549,2011-06-19,5.5,2894,"$19,000,000","$100,292,856","$215,448,997"
279,Horrible Bosses,WB (NL),98.0,"Comedy,Crime",en,14.058,2011-07-08,6.5,3842,"$35,000,000","$117,538,559","$212,417,601"
280,Paranormal Activity 3,Par.,83.0,"Horror,Mystery,Thriller",en,9.669,2011-10-21,5.9,1197,"$5,000,000","$104,028,807","$207,039,844"
281,Hugo,Par.,126.0,"Adventure,Drama,Family",en,12.936,2011-11-23,7.1,4124,"$180,000,000","$73,864,507","$180,047,784"
282,Hugo,Par.,80.0,Documentary,en,12.936,2011-11-23,7.1,4124,"$180,000,000","$73,864,507","$180,047,784"
283,Hop,Uni.,95.0,"Adventure,Animation,Comedy",en,14.738,2011-04-01,5.6,611,"$63,000,000","$108,085,305","$188,657,593"
284,War Horse,BV,146.0,"Drama,History,War",en,10.378,2011-12-25,7.2,1849,"$70,000,000","$79,883,359","$156,815,529"
286,The Descendants,FoxS,115.0,"Comedy,Drama",en,10.444,2011-11-18,6.8,1522,"$20,000,000","$82,624,961","$175,507,800"
287,The Descendants,FoxS,80.0,Drama,en,10.444,2011-11-18,6.8,1522,"$20,000,000","$82,624,961","$175,507,800"
288,In Time,Fox,109.0,"Action,Crime,Drama",en,18.912,2011-10-28,6.8,6245,"$35,000,000","$37,553,932","$165,103,952"
289,Zookeeper,Sony,102.0,"Comedy,Family,Romance",en,10.764,2011-07-08,5.3,886,"$80,000,000","$80,360,866","$170,805,525"
290,The Muppets,BV,103.0,"Adventure,Comedy,Family",en,11.324,2011-11-23,6.6,831,"$45,000,000","$88,625,922","$160,971,922"
291,Limitless,Rela.,105.0,"Mystery,Sci-Fi,Thriller",en,19.453,2011-03-08,7.1,6295,"$27,000,000","$79,249,455","$155,564,919"
292,Limitless,Rela.,3.0,"Biography,Documentary",en,19.453,2011-03-08,7.1,6295,"$27,000,000","$79,249,455","$155,564,919"
293,Limitless,Rela.,57.0,Documentary,en,19.453,2011-03-08,7.1,6295,"$27,000,000","$79,249,455","$155,564,919"
294,Johnny English Reborn,Uni.,101.0,"Action,Adventure,Comedy",en,15.542,2011-10-21,6.1,1810,"$45,000,000","$8,406,711","$164,640,401"
295,Final Destination 5,WB (NL),92.0,Horror,en,13.392,2011-08-12,6.0,1701,"$40,000,000","$42,587,643","$155,011,165"
296,Tower Heist,Uni.,104.0,"Action,Comedy,Crime",en,12.213,2011-11-04,6.0,1592,"$85,000,000","$78,046,570","$150,422,946"
297,Midnight in Paris,SPC,75.0,"Comedy,Documentary,Drama",en,13.171,2011-05-20,7.5,3965,"$30,000,000","$56,816,662","$162,502,774"
298,Midnight in Paris,SPC,94.0,"Comedy,Fantasy,Romance",en,13.171,2011-05-20,7.5,3965,"$30,000,000","$56,816,662","$162,502,774"
299,Happy Feet Two,WB,100.0,"Adventure,Animation,Comedy",en,8.131,2011-11-17,5.9,754,"$135,000,000","$64,006,466","$157,956,466"
300,Jack and Jill,Sony,91.0,Comedy,en,11.277,2011-11-11,4.1,1124,"$79,000,000","$74,158,157","$150,519,217"
301,Friends with Benefits,SGem,109.0,"Comedy,Romance",en,14.019,2011-07-21,6.6,4637,"$35,000,000","$55,802,754","$146,595,891"
302,No Strings Attached,Par.,108.0,"Comedy,Romance",en,14.203,2011-01-21,6.2,2612,"$25,000,000","$70,662,220","$149,228,078"
304,No Strings Attached,Par.,73.0,"Comedy,Drama,Romance",en,14.203,2011-01-21,6.2,2612,"$25,000,000","$70,662,220","$149,228,078"
305,Arthur Christmas,Sony,97.0,"Adventure,Animation,Comedy",en,12.981,2011-11-23,6.7,692,"$85,000,000","$46,462,469","$149,717,124"
306,Source Code,Sum.,93.0,"Action,Drama,Sci-Fi",en,13.495,2011-04-01,7.2,4529,"$32,000,000","$54,712,227","$140,428,499"
307,Contagion,WB,106.0,"Action,Drama,Thriller",en,10.444,2011-09-09,6.3,2128,"$60,000,000","$75,658,097","$137,551,594"
308,The Artist,Wein.,100.0,"Comedy,Drama,Romance",en,10.155,2011-10-14,7.4,1787,"$16,000,000","$44,667,095","$128,256,712"
309,The Artist,Wein.,100.0,Thriller,en,10.155,2011-10-14,7.4,1787,"$16,000,000","$44,667,095","$128,256,712"
310,The Artist,Wein.,53.0,Mystery,en,10.155,2011-10-14,7.4,1787,"$16,000,000","$44,667,095","$128,256,712"
311,Unknown,WB,113.0,"Action,Mystery,Thriller",en,12.08,2011-02-18,6.6,2043,"$40,000,000","$63,686,397","$136,123,083"
312,Unknown,WB,113.0,"Action,Mystery,Thriller",en,12.08,2011-02-18,6.6,2043,"$3,700,000","$26,403","$3,355,048"
313,Unknown,WB,96.0,Drama,en,12.08,2011-02-18,6.6,2043,"$40,000,000","$63,686,397","$136,123,083"
314,Unknown,WB,96.0,Drama,en,12.08,2011-02-18,6.6,2043,"$3,700,000","$26,403","$3,355,048"
319,The Adjustment Bureau,Uni.,106.0,"Romance,Sci-Fi,Thriller",en,13.717,2011-03-04,6.6,2615,"$50,200,000","$62,495,645","$126,931,325"
320,We Bought a Zoo,Fox,124.0,"Comedy,Drama,Family",en,9.931,2011-12-23,6.7,1523,"$50,000,000","$75,624,550","$118,729,073"
321,Water for Elephants,Fox,120.0,"Drama,Romance",en,6.209,2011-04-22,6.9,1627,"$38,000,000","$58,709,717","$116,809,717"
322,The Iron Lady,Wein.,105.0,"Biography,Drama",en,8.987,2011-12-30,6.4,899,"$14,000,000","$29,959,436","$115,592,104"
323,Moneyball,Sony,133.0,"Biography,Drama,Sport",en,15.393,2011-09-22,7.1,2255,"$50,000,000","$75,605,492","$111,300,835"
324,Sanctum,Uni.,108.0,"Adventure,Drama,Thriller",en,7.457,2011-02-04,5.9,515,"$30,000,000","$23,209,310","$108,957,098"
325,Justin Bieber: Never Say Never,Par.,105.0,"Documentary,Music",en,8.602,2011-02-11,5.1,240,"$13,000,000","$73,013,910","$99,034,125"
326,Paul,Uni.,104.0,"Adventure,Comedy,Sci-Fi",en,15.234,2011-03-17,6.5,3017,"$40,000,000","$37,412,945","$101,162,106"
327,Paul,Uni.,71.0,Drama,en,15.234,2011-03-17,6.5,3017,"$40,000,000","$37,412,945","$101,162,106"
328,Scream 4,W/Dim.,111.0,"Horror,Mystery",en,16.082,2011-04-11,6.2,1610,"$40,000,000","$38,180,928","$95,989,590"
329,Insidious,FD,103.0,"Horror,Mystery,Thriller",en,16.197,2011-04-01,6.9,3582,"$1,500,000","$54,009,150","$99,870,886"
330,The Rite,WB (NL),114.0,"Drama,Horror,Mystery",en,9.676,2011-01-28,5.9,994,"$37,000,000","$33,047,633","$97,143,987"
331,Dolphin Tale,WB,113.0,"Drama,Family",en,10.679,2011-09-23,6.8,327,"$37,000,000","$72,286,779","$96,068,724"
332,Season of the Witch,Rela.,95.0,"Action,Adventure,Fantasy",en,12.535,2011-01-07,5.3,1352,"$40,000,000","$24,827,228","$91,126,600"
333,Sucker Punch,WB,110.0,"Action,Adventure,Fantasy",en,14.416,2011-03-25,6.0,2716,"$75,000,000","$36,392,502","$89,758,389"
334,Red Riding Hood,WB,100.0,"Fantasy,Horror,Mystery",en,11.856,2011-03-11,5.9,1884,"$42,000,000","$37,662,162","$91,678,442"
335,J. Edgar,WB,137.0,"Biography,Crime,Drama",en,8.628,2011-11-09,6.2,1303,"$35,000,000","$37,306,030","$84,606,030"
336,Hall Pass,WB (NL),105.0,"Comedy,Romance",en,9.984,2011-02-25,5.5,1009,"$68,000,000","$45,060,734","$87,173,475"
337,"Big Mommas: Like Father, Like Son",Fox,107.0,"Action,Comedy,Crime",en,16.024,2011-02-18,5.5,623,"$32,000,000","$37,915,414","$82,332,450"
338,Abduction,LGF,106.0,"Action,Mystery,Thriller",en,17.69,2011-09-23,5.8,1791,"$35,000,000","$28,087,155","$86,648,359"
340,Abduction,LGF,84.0,"Horror,Thriller",en,17.69,2011-09-23,5.8,1791,"$35,000,000","$28,087,155","$86,648,359"
341,Abduction,LGF,90.0,"Action,Comedy,Drama",en,17.69,2011-09-23,5.8,1791,"$35,000,000","$28,087,155","$86,648,359"
342,Abduction,LGF,106.0,"Action,Sci-Fi",en,17.69,2011-09-23,5.8,1791,"$35,000,000","$28,087,155","$86,648,359"
343,Priest,SGem,87.0,"Action,Adventure,Fantasy",en,15.318,2011-05-13,5.5,1157,"$60,000,000","$29,136,626","$84,154,026"
344,The Mechanic,CBS,93.0,"Action,Crime,Thriller",en,14.387,2011-01-28,6.3,1676,"$42,500,000","$29,121,498","$76,347,393"
345,The Ides of March,Sony,101.0,"Drama,Thriller",en,10.127,2011-10-07,6.7,1405,"$23,000,000","$40,962,534","$77,735,925"
346,The Change-Up,Uni.,112.0,"Comedy,Fantasy",en,12.122,2011-08-05,6.0,1406,"$52,000,000","$37,243,418","$75,997,067"
347,The Lincoln Lawyer,LGF,118.0,"Crime,Drama,Thriller",en,11.812,2011-03-18,7.1,1525,"$40,000,000","$58,009,200","$87,145,086"
348,Diary of a Wimpy Kid: Rodrick Rules,Fox,99.0,"Comedy,Family",en,8.961,2011-03-25,6.4,492,"$18,000,000","$52,698,535","$73,695,194"
349,Larry Crowne,Uni.,98.0,"Comedy,Drama,Romance",en,7.261,2011-06-30,5.8,676,"$30,000,000","$35,608,245","$61,449,135"
350,The Dilemma,Uni.,111.0,"Comedy,Drama",en,9.518,2011-01-13,5.3,448,"$70,000,000","$48,475,290","$70,546,865"
351,The Darkest Hour,Sum.,89.0,"Action,Adventure,Horror",en,10.73,2011-12-25,4.9,735,"$34,800,000","$21,443,494","$62,831,715"
352,The Darkest Hour,Sum.,52.0,"Documentary,News",en,10.73,2011-12-25,4.9,735,"$34,800,000","$21,443,494","$62,831,715"
353,Hanna,Focus,111.0,"Action,Drama,Thriller",en,9.709,2011-04-08,6.6,1944,"$30,000,000","$40,259,119","$65,343,694"
354,Colombiana,TriS,108.0,"Action,Drama,Thriller",en,10.584,2011-08-26,6.5,1371,"$40,000,000","$36,665,854","$72,295,262"
355,Something Borrowed,WB,112.0,"Comedy,Drama,Romance",en,7.567,2011-05-05,6.1,591,"$35,000,000","$39,046,489","$65,084,116"
356,One Day,Focus,107.0,"Drama,Romance",en,10.308,2011-08-19,7.2,2105,"$15,000,000","$13,843,771","$59,168,692"
357,One Day,Focus,93.0,"Drama,Romance,Sci-Fi",en,10.308,2011-08-19,7.2,2105,"$15,000,000","$13,843,771","$59,168,692"
358,One Day,Focus,90.0,Family,en,10.308,2011-08-19,7.2,2105,"$15,000,000","$13,843,771","$59,168,692"
359,One Day,Focus,135.0,"Drama,Romance",en,10.308,2011-08-19,7.2,2105,"$15,000,000","$13,843,771","$59,168,692"
360,One Day,Focus,118.0,"Drama,Fantasy",en,10.308,2011-08-19,7.2,2105,"$15,000,000","$13,843,771","$59,168,692"
361,One Day,Focus,99.0,Drama,en,10.308,2011-08-19,7.2,2105,"$15,000,000","$13,843,771","$59,168,692"
362,Killer Elite,ORF,116.0,"Action,Crime,Thriller",en,15.135,2011-09-23,6.2,1093,"$70,000,000","$25,124,986","$65,409,046"
363,The Tree of Life,FoxS,139.0,"Drama,Fantasy",en,11.569,2011-05-27,6.6,1730,"$35,000,000","$13,305,665","$61,721,826"
364,The Tree of Life,FoxS,60.0,Documentary,en,11.569,2011-05-27,6.6,1730,"$35,000,000","$13,305,665","$61,721,826"
365,Winnie the Pooh,BV,63.0,"Adventure,Animation,Comedy",en,11.147,2011-07-14,6.9,444,"$30,000,000","$26,692,846","$50,145,607"
366,Soul Surfer,TriS,112.0,"Biography,Drama,Family",en,8.459,2011-04-08,7.0,688,"$18,000,000","$43,853,424","$47,158,652"
367,The Debt,Focus,113.0,"Drama,Thriller",en,12.697,2011-08-31,6.6,403,"$20,000,000","$31,177,548","$46,604,054"
368,The Debt,Focus,99.0,"Drama,Mystery,Thriller",en,12.697,2011-08-31,6.6,403,"$20,000,000","$31,177,548","$46,604,054"
369,Beastly,CBS,86.0,"Drama,Fantasy,Romance",en,10.136,2011-03-04,6.1,1748,"$17,000,000","$27,865,571","$38,028,230"
370,30 Minutes or Less,Sony,83.0,"Action,Comedy,Crime",en,11.315,2011-08-12,5.6,825,"$28,000,000","$37,053,924","$40,966,716"
371,The Roommate,SGem,91.0,"Drama,Thriller",en,8.134,2011-02-04,5.4,406,"$16,000,000","$37,300,107","$52,545,707"
372,Shark Night 3D,Rela.,90.0,"Horror,Thriller",en,7.879,2011-09-02,5.0,245,"$25,000,000","$18,877,153","$18,877,153"
373,Monte Carlo,Fox,109.0,"Adventure,Comedy,Family",en,11.017,2011-07-01,6.2,1193,"$20,000,000","$23,186,769","$39,686,769"
374,50/50,Sum.,100.0,"Comedy,Drama,Romance",en,12.451,2011-09-30,7.1,2111,"$8,000,000","$35,016,118","$41,334,735"
375,50/50,Sum.,77.0,Documentary,en,12.451,2011-09-30,7.1,2111,"$8,000,000","$35,016,118","$41,334,735"
376,Mars Needs Moms,BV,88.0,"Adventure,Animation,Family",en,8.852,2011-03-11,5.7,299,"$150,000,000","$21,392,758","$39,549,758"
378,Dream House,Uni.,84.0,"Drama,Mystery,Thriller",en,9.047,2011-09-30,6.0,670,"$50,000,000","$21,302,340","$41,642,166"
379,Jumping the Broom,TriS,112.0,"Comedy,Drama",en,8.477,2011-05-06,6.0,103,"$7,000,000","$37,295,394","$38,158,601"
380,Don't Be Afraid of the Dark,FD,99.0,"Fantasy,Horror,Thriller",en,8.405,2010-11-06,5.5,550,"$25,000,000","$24,046,682","$39,126,427"
381,My Week with Marilyn,Wein.,99.0,"Biography,Drama",en,12.081,2011-11-23,6.7,741,"$10,000,000","$14,597,405","$34,240,572"
382,The Sitter,Fox,81.0,Comedy,en,11.571,2011-12-09,5.4,472,"$25,000,000","$30,542,576","$38,749,404"
383,The Sitter,Fox,97.0,Horror,en,11.571,2011-12-09,5.4,472,"$25,000,000","$30,542,576","$38,749,404"
384,Courageous,TriS,129.0,Drama,en,7.406,2011-09-30,7.0,128,"$2,000,000","$34,522,221","$35,185,884"
385,I Don't Know How She Does It,Wein.,89.0,"Comedy,Romance",en,8.271,2011-09-16,5.2,231,"$24,000,000","$9,659,074","$24,474,463"
386,What's Your Number?,Fox,106.0,"Comedy,Romance",en,10.391,2011-09-30,6.4,1271,"$20,000,000","$14,011,084","$30,163,785"
387,Drive Angry,Sum.,104.0,"Action,Fantasy,Thriller",en,14.096,2011-02-24,5.3,959,"$50,000,000","$10,721,033","$41,042,583"
388,A Dangerous Method,SPC,99.0,"Biography,Drama,Romance",en,10.352,2011-11-23,6.3,1066,"$20,000,000","$5,702,083","$14,807,531"
389,The Eagle,Focus,114.0,"Action,Adventure,Drama",en,8.443,2011-02-11,6.1,694,"$25,000,000","$19,490,041","$38,993,548"
390,The Eagle,Focus,11.0,Documentary,en,8.443,2011-02-11,6.1,694,"$25,000,000","$19,490,041","$38,993,548"
391,Apollo 18,W/Dim.,86.0,"Horror,Mystery,Sci-Fi",en,8.384,2011-09-02,5.0,486,"$5,000,000","$17,686,929","$26,517,819"
392,Biutiful,RAtt.,148.0,"Drama,Romance",es,7.697,2010-12-28,7.2,546,"$35,000,000","$5,101,237","$24,687,524"
393,Your Highness,Uni.,102.0,"Adventure,Comedy,Fantasy",en,0.6,2010-01-01,3.0,4,"$50,000,000","$21,596,445","$26,121,638"
394,Your Highness,Uni.,102.0,"Adventure,Comedy,Fantasy",en,12.254,2011-04-08,5.3,735,"$50,000,000","$21,596,445","$26,121,638"
395,Our Idiot Brother,Wein.,90.0,"Comedy,Drama",en,8.523,2011-08-26,6.1,527,"$5,000,000","$24,814,830","$25,861,249"
396,The Rum Diary,FD,119.0,"Comedy,Drama",en,12.011,2011-10-27,5.7,652,"$45,000,000","$13,109,815","$21,544,732"
397,Warrior,LGF,140.0,"Drama,Sport",en,15.478,2011-09-09,7.8,2189,"$25,000,000","$13,657,115","$24,215,385"
399,Young Adult,Par.,94.0,"Comedy,Drama",en,8.335,2011-12-16,5.7,603,"$12,000,000","$16,311,571","$22,750,356"
400,The Guard,SPC,96.0,"Comedy,Crime,Thriller",en,10.177,2011-07-29,6.9,563,"$6,000,000","$5,359,774","$21,197,454"
401,Margin Call,RAtt.,107.0,"Drama,Thriller",en,9.498,2011-10-21,6.8,856,"$3,400,000","$5,353,586","$20,433,227"
402,Shame,FoxS,101.0,Drama,en,13.152,2011-12-02,7.0,1607,"$6,500,000","$4,002,293","$20,412,841"
403,Shame,FoxS,101.0,Drama,ru,1.4,2014-06-01,6.5,2,"$6,500,000","$4,002,293","$20,412,841"
404,Shame,FoxS,101.0,Drama,sv,7.642,1968-12-23,7.8,77,"$6,500,000","$4,002,293","$20,412,841"
405,Shame,FoxS,90.0,Drama,en,13.152,2011-12-02,7.0,1607,"$6,500,000","$4,002,293","$20,412,841"
406,Shame,FoxS,90.0,Drama,ru,1.4,2014-06-01,6.5,2,"$6,500,000","$4,002,293","$20,412,841"
407,Shame,FoxS,90.0,Drama,sv,7.642,1968-12-23,7.8,77,"$6,500,000","$4,002,293","$20,412,841"
408,The Last Godfather,RAtt.,100.0,"Comedy,Crime,Romance",ko,1.4,2011-04-11,4.9,9,"$13,400,000","$164,247","$164,247"
