,primary_title,runtime_minutes,genres,averagerating,original_language,original_title,popularity,vote_average,release_date,production_budget,worldwide_gross,studio,domestic_gross,foreign_gross
1259,Love the Coopers,107.0,Fantasy,5.8,en,Love the Coopers,8.261000000000001,5.8,2015-11-13,18000000.0,42227490.0,LGF,26300000.0,16100000.0
1259,Love the Coopers,107.0,Romance,5.8,en,Love the Coopers,8.261000000000001,5.8,2015-11-13,18000000.0,42227490.0,LGF,26300000.0,16100000.0
1260,The SpongeBob Movie: Sponge Out of Water,92.0,Adventure,6.0,en,The SpongeBob Movie: Sponge Out of Water,13.815,5.7,2015-02-06,74000000.0,311013181.0,Par.,163000000.0,162200000.0
1260,The SpongeBob Movie: Sponge Out of Water,92.0,Animation,6.0,en,The SpongeBob Movie: Sponge Out of Water,13.815,5.7,2015-02-06,74000000.0,311013181.0,Par.,163000000.0,162200000.0
1260,The SpongeBob Movie: Sponge Out of Water,92.0,Comedy,6.0,en,The SpongeBob Movie: Sponge Out of Water,13.815,5.7,2015-02-06,74000000.0,311013181.0,Par.,163000000.0,162200000.0
1261,Muppets Most Wanted,107.0,Adventure,6.4,en,Muppets Most Wanted,9.118,6.2,2014-03-21,55000000.0,79312301.0,BV,51200000.0,29200000.0
1261,Muppets Most Wanted,107.0,Comedy,6.4,en,Muppets Most Wanted,9.118,6.2,2014-03-21,55000000.0,79312301.0,BV,51200000.0,29200000.0
1261,Muppets Most Wanted,107.0,Crime,6.4,en,Muppets Most Wanted,9.118,6.2,2014-03-21,55000000.0,79312301.0,BV,51200000.0,29200000.0
1262,Jumanji: Welcome to the Jungle,119.0,Action,7.0,en,Jumanji: Welcome to the Jungle,20.395,6.7,2017-12-20,90000000.0,964496193.0,Sony,404500000.0,557600000.0
1262,Jumanji: Welcome to the Jungle,119.0,Adventure,7.0,en,Jumanji: Welcome to the Jungle,20.395,6.7,2017-12-20,90000000.0,964496193.0,Sony,404500000.0,557600000.0
1262,Jumanji: Welcome to the Jungle,119.0,Comedy,7.0,en,Jumanji: Welcome to the Jungle,20.395,6.7,2017-12-20,90000000.0,964496193.0,Sony,404500000.0,557600000.0
1264,The Canyons,99.0,Drama,3.8,en,The Canyons,6.937,4.3,2013-08-02,250000.0,62375.0,IFC,56800.0,
1264,The Canyons,99.0,Thriller,3.8,en,The Canyons,6.937,4.3,2013-08-02,250000.0,62375.0,IFC,56800.0,
1265,Minions,91.0,Adventure,6.4,en,Minions,9.338,6.4,2015-07-10,74000000.0,1160336173.0,Uni.,336000000.0,823400000.0
1265,Minions,91.0,Animation,6.4,en,Minions,9.338,6.4,2015-07-10,74000000.0,1160336173.0,Uni.,336000000.0,823400000.0
1265,Minions,91.0,Comedy,6.4,en,Minions,9.338,6.4,2015-07-10,74000000.0,1160336173.0,Uni.,336000000.0,823400000.0
1266,22 Jump Street,112.0,Action,7.0,en,22 Jump Street,11.175999999999998,6.9,2014-06-13,50000000.0,331333876.0,Sony,191700000.0,139600000.0
1266,22 Jump Street,112.0,Comedy,7.0,en,22 Jump Street,11.175999999999998,6.9,2014-06-13,50000000.0,331333876.0,Sony,191700000.0,139600000.0
1266,22 Jump Street,112.0,Crime,7.0,en,22 Jump Street,11.175999999999998,6.9,2014-06-13,50000000.0,331333876.0,Sony,191700000.0,139600000.0
1267,Falcon Rising,103.0,Action,5.8,en,Falcon Rising,10.059,5.8,2014-09-04,4500000.0,11774.0,Free,11800.0,
1267,Falcon Rising,103.0,Adventure,5.8,en,Falcon Rising,10.059,5.8,2014-09-04,4500000.0,11774.0,Free,11800.0,
1268,Sherlock Gnomes,86.0,Adventure,5.1,en,Sherlock Gnomes,12.987,5.4,2018-03-23,59000000.0,87527651.0,Par.,43200000.0,47100000.0
1268,Sherlock Gnomes,86.0,Animation,5.1,en,Sherlock Gnomes,12.987,5.4,2018-03-23,59000000.0,87527651.0,Par.,43200000.0,47100000.0
1268,Sherlock Gnomes,86.0,Comedy,5.1,en,Sherlock Gnomes,12.987,5.4,2018-03-23,59000000.0,87527651.0,Par.,43200000.0,47100000.0
1269,Olympus Has Fallen,119.0,Action,6.5,en,Olympus Has Fallen,13.864,6.2,2013-03-22,70000000.0,172878928.0,FD,98900000.0,71300000.0
1269,Olympus Has Fallen,119.0,Thriller,6.5,en,Olympus Has Fallen,13.864,6.2,2013-03-22,70000000.0,172878928.0,FD,98900000.0,71300000.0
1270,Mandela: Long Walk to Freedom,141.0,Biography,7.1,en,Mandela: Long Walk to Freedom,8.262,6.9,2013-11-29,35000000.0,29890402.0,Wein.,8300000.0,19000000.0
1270,Mandela: Long Walk to Freedom,141.0,Drama,7.1,en,Mandela: Long Walk to Freedom,8.262,6.9,2013-11-29,35000000.0,29890402.0,Wein.,8300000.0,19000000.0
1270,Mandela: Long Walk to Freedom,141.0,History,7.1,en,Mandela: Long Walk to Freedom,8.262,6.9,2013-11-29,35000000.0,29890402.0,Wein.,8300000.0,19000000.0
1271,The 5th Wave,112.0,Action,5.2,en,The 5th Wave,12.967,5.8,2016-01-22,38000000.0,111336398.0,Sony,34900000.0,75000000.0
1271,The 5th Wave,112.0,Adventure,5.2,en,The 5th Wave,12.967,5.8,2016-01-22,38000000.0,111336398.0,Sony,34900000.0,75000000.0
1271,The 5th Wave,112.0,Drama,5.2,en,The 5th Wave,12.967,5.8,2016-01-22,38000000.0,111336398.0,Sony,34900000.0,75000000.0
1272,The Gallows,81.0,Horror,4.2,en,The Gallows,9.166,4.8,2015-07-10,100000.0,41656474.0,WB (NL),22800000.0,20200000.0
1272,The Gallows,81.0,Mystery,4.2,en,The Gallows,9.166,4.8,2015-07-10,100000.0,41656474.0,WB (NL),22800000.0,20200000.0
1272,The Gallows,81.0,Thriller,4.2,en,The Gallows,9.166,4.8,2015-07-10,100000.0,41656474.0,WB (NL),22800000.0,20200000.0
1273,The Hobbit: The Battle of the Five Armies,144.0,Adventure,7.4,en,The Hobbit: The Battle of the Five Armies,53.783,7.3,2014-12-17,250000000.0,945577621.0,WB (NL),255100000.0,700900000.0
1273,The Hobbit: The Battle of the Five Armies,144.0,Fantasy,7.4,en,The Hobbit: The Battle of the Five Armies,53.783,7.3,2014-12-17,250000000.0,945577621.0,WB (NL),255100000.0,700900000.0
1274,Homefront,100.0,Action,6.5,en,Homefront,14.422,6.5,2013-11-27,22000000.0,51695362.0,ORF,20200000.0,22900000.0
1274,Homefront,100.0,Thriller,6.5,en,Homefront,14.422,6.5,2013-11-27,22000000.0,51695362.0,ORF,20200000.0,22900000.0
1275,Homefront,111.0,Drama,7.7,en,Homefront,14.422,6.5,2013-11-27,22000000.0,51695362.0,ORF,20200000.0,22900000.0
1276,Alien: Covenant,122.0,Horror,6.4,en,Alien: Covenant,24.651,5.9,2017-05-19,97000000.0,238521247.0,Fox,74300000.0,166600000.0
1276,Alien: Covenant,122.0,Sci-Fi,6.4,en,Alien: Covenant,24.651,5.9,2017-05-19,97000000.0,238521247.0,Fox,74300000.0,166600000.0
1276,Alien: Covenant,122.0,Thriller,6.4,en,Alien: Covenant,24.651,5.9,2017-05-19,97000000.0,238521247.0,Fox,74300000.0,166600000.0
1277,The Babadook,94.0,Drama,6.8,en,The Babadook,11.502,6.4,2014-11-28,2000000.0,7482387.0,IFC,964000.0,9300000.0
1277,The Babadook,94.0,Horror,6.8,en,The Babadook,11.502,6.4,2014-11-28,2000000.0,7482387.0,IFC,964000.0,9300000.0
1278,Fifty Shades of Grey,125.0,Drama,4.1,en,Fifty Shades of Grey,21.229,5.4,2015-02-13,40000000.0,570998101.0,Uni.,166200000.0,404800000.0
1278,Fifty Shades of Grey,125.0,Romance,4.1,en,Fifty Shades of Grey,21.229,5.4,2015-02-13,40000000.0,570998101.0,Uni.,166200000.0,404800000.0
1278,Fifty Shades of Grey,125.0,Thriller,4.1,en,Fifty Shades of Grey,21.229,5.4,2015-02-13,40000000.0,570998101.0,Uni.,166200000.0,404800000.0
1279,Strangerland,112.0,Drama,5.2,en,Strangerland,5.91,5.2,2015-07-10,10000000.0,161097.0,Alc,17500.0,
1279,Strangerland,112.0,Mystery,5.2,en,Strangerland,5.91,5.2,2015-07-10,10000000.0,161097.0,Alc,17500.0,
1279,Strangerland,112.0,Thriller,5.2,en,Strangerland,5.91,5.2,2015-07-10,10000000.0,161097.0,Alc,17500.0,
1280,The Expendables 3,126.0,Action,6.1,en,The Expendables 3,18.797,6.1,2014-08-15,100000000.0,209461378.0,LGF,39300000.0,175300000.0
1280,The Expendables 3,126.0,Adventure,6.1,en,The Expendables 3,18.797,6.1,2014-08-15,100000000.0,209461378.0,LGF,39300000.0,175300000.0
1280,The Expendables 3,126.0,Thriller,6.1,en,The Expendables 3,18.797,6.1,2014-08-15,100000000.0,209461378.0,LGF,39300000.0,175300000.0
1281,Fruitvale Station,85.0,Biography,7.5,en,Fruitvale Station,9.587,7.4,2013-07-12,900000.0,17549645.0,Wein.,16100000.0,1300000.0
1281,Fruitvale Station,85.0,Drama,7.5,en,Fruitvale Station,9.587,7.4,2013-07-12,900000.0,17549645.0,Wein.,16100000.0,1300000.0
1281,Fruitvale Station,85.0,Romance,7.5,en,Fruitvale Station,9.587,7.4,2013-07-12,900000.0,17549645.0,Wein.,16100000.0,1300000.0
1282,Blue Jasmine,98.0,Drama,7.3,en,Blue Jasmine,10.443,7.0,2013-07-26,18000000.0,102912961.0,SPC,33400000.0,64099999.0
1283,White House Down,131.0,Action,6.4,en,White House Down,13.026,6.4,2013-06-28,150000000.0,205440387.0,Sony,73100000.0,132300000.0
1283,White House Down,131.0,Drama,6.4,en,White House Down,13.026,6.4,2013-06-28,150000000.0,205440387.0,Sony,73100000.0,132300000.0
1283,White House Down,131.0,Thriller,6.4,en,White House Down,13.026,6.4,2013-06-28,150000000.0,205440387.0,Sony,73100000.0,132300000.0
1284,The Rover,103.0,Action,6.4,en,The Rover,13.528,6.2,2014-06-13,8500000.0,3180252.0,A24,1100000.0,2100000.0
1284,The Rover,103.0,Crime,6.4,en,The Rover,13.528,6.2,2014-06-13,8500000.0,3180252.0,A24,1100000.0,2100000.0
1284,The Rover,103.0,Drama,6.4,en,The Rover,13.528,6.2,2014-06-13,8500000.0,3180252.0,A24,1100000.0,2100000.0
1285,Frances Ha,86.0,Comedy,7.4,en,Frances Ha,9.42,7.4,2013-05-17,3000000.0,11262769.0,IFC,4099999.0,
1285,Frances Ha,86.0,Drama,7.4,en,Frances Ha,9.42,7.4,2013-05-17,3000000.0,11262769.0,IFC,4099999.0,
1285,Frances Ha,86.0,Romance,7.4,en,Frances Ha,9.42,7.4,2013-05-17,3000000.0,11262769.0,IFC,4099999.0,
1287,The Lunchbox,104.0,Drama,7.8,hi,The Lunchbox,5.888,7.3,2014-02-28,1700000.0,12231500.0,SPC,4200000.0,
1287,The Lunchbox,104.0,Romance,7.8,hi,The Lunchbox,5.888,7.3,2014-02-28,1700000.0,12231500.0,SPC,4200000.0,
1288,Jobs,128.0,Biography,5.9,en,Jobs,8.023,6.1,2013-08-16,18000000.0,43402515.0,ORF,16100000.0,19800000.0
1288,Jobs,128.0,Drama,5.9,en,Jobs,8.023,6.1,2013-08-16,18000000.0,43402515.0,ORF,16100000.0,19800000.0
1289,Rio 2,101.0,Adventure,6.3,en,Rio 2,18.11,6.3,2014-04-11,130000000.0,492846291.0,Fox,131500000.0,368600000.0
1289,Rio 2,101.0,Animation,6.3,en,Rio 2,18.11,6.3,2014-04-11,130000000.0,492846291.0,Fox,131500000.0,368600000.0
1289,Rio 2,101.0,Comedy,6.3,en,Rio 2,18.11,6.3,2014-04-11,130000000.0,492846291.0,Fox,131500000.0,368600000.0
1290,Unfinished Business,91.0,Comedy,5.4,en,Unfinished Business,8.516,5.2,2015-03-06,35000000.0,13214051.0,Fox,10200000.0,4200000.0
1290,Unfinished Business,91.0,Drama,5.4,en,Unfinished Business,8.516,5.2,2015-03-06,35000000.0,13214051.0,Fox,10200000.0,4200000.0
1291,Unfinished Business,,Horror,7.2,en,Unfinished Business,8.516,5.2,2015-03-06,35000000.0,13214051.0,Fox,10200000.0,4200000.0
1292,Runner Runner,88.0,Crime,5.6,en,Runner Runner,10.442,5.6,2013-10-04,30000000.0,60512680.0,Fox,19300000.0,43400000.0
1292,Runner Runner,88.0,Thriller,5.6,en,Runner Runner,10.442,5.6,2013-10-04,30000000.0,60512680.0,Fox,19300000.0,43400000.0
1293,The Disappointments Room,85.0,Drama,3.9,en,The Disappointments Room,6.324,4.4,2016-09-09,15000000.0,3503761.0,Rela.,2400000.0,
1293,The Disappointments Room,85.0,Horror,3.9,en,The Disappointments Room,6.324,4.4,2016-09-09,15000000.0,3503761.0,Rela.,2400000.0,
1293,The Disappointments Room,85.0,Thriller,3.9,en,The Disappointments Room,6.324,4.4,2016-09-09,15000000.0,3503761.0,Rela.,2400000.0,
1294,Need for Speed,132.0,Action,6.5,en,Need for Speed,13.723,6.1,2014-03-14,66000000.0,194169619.0,BV,43600000.0,159700000.0
1294,Need for Speed,132.0,Crime,6.5,en,Need for Speed,13.723,6.1,2014-03-14,66000000.0,194169619.0,BV,43600000.0,159700000.0
1294,Need for Speed,132.0,Thriller,6.5,en,Need for Speed,13.723,6.1,2014-03-14,66000000.0,194169619.0,BV,43600000.0,159700000.0
1295,Spectre,148.0,Action,6.8,en,Spectre,30.318,6.4,2015-11-06,300000000.0,879620923.0,Sony,200100000.0,680600000.0
1295,Spectre,148.0,Adventure,6.8,en,Spectre,30.318,6.4,2015-11-06,300000000.0,879620923.0,Sony,200100000.0,680600000.0
1295,Spectre,148.0,Thriller,6.8,en,Spectre,30.318,6.4,2015-11-06,300000000.0,879620923.0,Sony,200100000.0,680600000.0
1297,Coco,105.0,Adventure,8.4,en,Coco,25.961,8.2,2017-11-22,175000000.0,798008101.0,BV,209700000.0,597400000.0
1297,Coco,105.0,Animation,8.4,en,Coco,25.961,8.2,2017-11-22,175000000.0,798008101.0,BV,209700000.0,597400000.0
1297,Coco,105.0,Comedy,8.4,en,Coco,25.961,8.2,2017-11-22,175000000.0,798008101.0,BV,209700000.0,597400000.0
1299,Coco,98.0,Horror,7.4,en,Coco,25.961,8.2,2017-11-22,175000000.0,798008101.0,BV,209700000.0,597400000.0
1301,Brooklyn,117.0,Drama,7.5,en,Brooklyn,12.083,7.3,2015-11-04,11000000.0,62076141.0,FoxS,38300000.0,23800000.0
1301,Brooklyn,117.0,Romance,7.5,en,Brooklyn,12.083,7.3,2015-11-04,11000000.0,62076141.0,FoxS,38300000.0,23800000.0
1302,Brooklyn,117.0,Drama,7.5,fr,Brooklyn,0.916,6.0,2015-11-04,11000000.0,62076141.0,FoxS,38300000.0,23800000.0
1302,Brooklyn,117.0,Romance,7.5,fr,Brooklyn,0.916,6.0,2015-11-04,11000000.0,62076141.0,FoxS,38300000.0,23800000.0
1303,Brooklyn,83.0,Drama,6.4,en,Brooklyn,12.083,7.3,2015-11-04,11000000.0,62076141.0,FoxS,38300000.0,23800000.0
1303,Brooklyn,83.0,Music,6.4,en,Brooklyn,12.083,7.3,2015-11-04,11000000.0,62076141.0,FoxS,38300000.0,23800000.0
1303,Brooklyn,83.0,Musical,6.4,en,Brooklyn,12.083,7.3,2015-11-04,11000000.0,62076141.0,FoxS,38300000.0,23800000.0
1304,Brooklyn,83.0,Drama,6.4,fr,Brooklyn,0.916,6.0,2015-11-04,11000000.0,62076141.0,FoxS,38300000.0,23800000.0
1304,Brooklyn,83.0,Music,6.4,fr,Brooklyn,0.916,6.0,2015-11-04,11000000.0,62076141.0,FoxS,38300000.0,23800000.0
1304,Brooklyn,83.0,Musical,6.4,fr,Brooklyn,0.916,6.0,2015-11-04,11000000.0,62076141.0,FoxS,38300000.0,23800000.0
1305,Dark Skies,97.0,Horror,6.3,en,Dark Skies,11.582,6.1,2013-02-22,3500000.0,27704111.0,W/Dim.,17400000.0,9000000.0
1305,Dark Skies,97.0,Sci-Fi,6.3,en,Dark Skies,11.582,6.1,2013-02-22,3500000.0,27704111.0,W/Dim.,17400000.0,9000000.0
1305,Dark Skies,97.0,Thriller,6.3,en,Dark Skies,11.582,6.1,2013-02-22,3500000.0,27704111.0,W/Dim.,17400000.0,9000000.0
1306,Delivery Man,105.0,Comedy,6.4,en,Delivery Man,7.9620000000000015,6.2,2013-11-22,22000000.0,70536870.0,BV,30700000.0,19300000.0
1306,Delivery Man,105.0,Drama,6.4,en,Delivery Man,7.9620000000000015,6.2,2013-11-22,22000000.0,70536870.0,BV,30700000.0,19300000.0
1307,The Girl on the Train,80.0,Thriller,4.4,en,The Girl on the Train,1.595,5.9,2016-10-07,45000000.0,174278214.0,Strand,208000.0,97100.0
1308,The Girl on the Train,80.0,Thriller,4.4,en,The Girl on the Train,11.927,6.3,2016-10-07,45000000.0,174278214.0,Strand,208000.0,97100.0
1310,The Girl on the Train,112.0,Crime,6.5,en,The Girl on the Train,1.595,5.9,2016-10-07,45000000.0,174278214.0,Strand,208000.0,97100.0
1310,The Girl on the Train,112.0,Drama,6.5,en,The Girl on the Train,1.595,5.9,2016-10-07,45000000.0,174278214.0,Strand,208000.0,97100.0
1310,The Girl on the Train,112.0,Mystery,6.5,en,The Girl on the Train,1.595,5.9,2016-10-07,45000000.0,174278214.0,Strand,208000.0,97100.0
1311,The Girl on the Train,112.0,Crime,6.5,en,The Girl on the Train,11.927,6.3,2016-10-07,45000000.0,174278214.0,Strand,208000.0,97100.0
1311,The Girl on the Train,112.0,Drama,6.5,en,The Girl on the Train,11.927,6.3,2016-10-07,45000000.0,174278214.0,Strand,208000.0,97100.0
1311,The Girl on the Train,112.0,Mystery,6.5,en,The Girl on the Train,11.927,6.3,2016-10-07,45000000.0,174278214.0,Strand,208000.0,97100.0
1313,Ain't Them Bodies Saints,96.0,Crime,6.4,en,Ain't Them Bodies Saints,8.166,6.2,2013-08-16,5000000.0,1075009.0,IFC,397000.0,635000.0
1313,Ain't Them Bodies Saints,96.0,Drama,6.4,en,Ain't Them Bodies Saints,8.166,6.2,2013-08-16,5000000.0,1075009.0,IFC,397000.0,635000.0
1313,Ain't Them Bodies Saints,96.0,Romance,6.4,en,Ain't Them Bodies Saints,8.166,6.2,2013-08-16,5000000.0,1075009.0,IFC,397000.0,635000.0
1314,Oculus,104.0,Horror,6.5,en,Oculus,10.841,6.4,2014-04-11,5000000.0,44115496.0,Rela.,27700000.0,16300000.0
1314,Oculus,104.0,Mystery,6.5,en,Oculus,10.841,6.4,2014-04-11,5000000.0,44115496.0,Rela.,27700000.0,16300000.0
1315,Enough Said,93.0,Comedy,7.0,en,Enough Said,8.722000000000001,6.7,2013-09-18,8000000.0,25621449.0,FoxS,17600000.0,7700000.0
1315,Enough Said,93.0,Drama,7.0,en,Enough Said,8.722000000000001,6.7,2013-09-18,8000000.0,25621449.0,FoxS,17600000.0,7700000.0
1315,Enough Said,93.0,Romance,7.0,en,Enough Said,8.722000000000001,6.7,2013-09-18,8000000.0,25621449.0,FoxS,17600000.0,7700000.0
1316,Avengers: Age of Ultron,141.0,Action,7.3,en,Avengers: Age of Ultron,44.383,7.3,2015-05-01,330600000.0,1403013963.0,BV,459000000.0,946400000.0
1316,Avengers: Age of Ultron,141.0,Adventure,7.3,en,Avengers: Age of Ultron,44.383,7.3,2015-05-01,330600000.0,1403013963.0,BV,459000000.0,946400000.0
1316,Avengers: Age of Ultron,141.0,Sci-Fi,7.3,en,Avengers: Age of Ultron,44.383,7.3,2015-05-01,330600000.0,1403013963.0,BV,459000000.0,946400000.0
1317,The Homesman,122.0,Drama,6.6,en,The Homesman,8.232000000000001,6.5,2014-11-14,16000000.0,8217571.0,Saban,2400000.0,
1317,The Homesman,122.0,Western,6.6,en,The Homesman,8.232000000000001,6.5,2014-11-14,16000000.0,8217571.0,Saban,2400000.0,
1318,Smurfs: The Lost Village,90.0,Adventure,6.0,en,Smurfs: The Lost Village,15.663,6.2,2017-04-07,60000000.0,197578586.0,Sony,45000000.0,152200000.0
1318,Smurfs: The Lost Village,90.0,Animation,6.0,en,Smurfs: The Lost Village,15.663,6.2,2017-04-07,60000000.0,197578586.0,Sony,45000000.0,152200000.0
1318,Smurfs: The Lost Village,90.0,Comedy,6.0,en,Smurfs: The Lost Village,15.663,6.2,2017-04-07,60000000.0,197578586.0,Sony,45000000.0,152200000.0
1319,The Invitation,100.0,Drama,6.7,en,The Invitation,10.424,6.5,2016-04-08,1000000.0,354836.0,Drft.,232000.0,
1319,The Invitation,100.0,Horror,6.7,en,The Invitation,10.424,6.5,2016-04-08,1000000.0,354836.0,Drft.,232000.0,
1319,The Invitation,100.0,Mystery,6.7,en,The Invitation,10.424,6.5,2016-04-08,1000000.0,354836.0,Drft.,232000.0,
1320,Anomalisa,90.0,Animation,7.3,en,Anomalisa,10.285,7.1,2015-12-30,8000000.0,5706168.0,Par.,3800000.0,1900000.0
1320,Anomalisa,90.0,Comedy,7.3,en,Anomalisa,10.285,7.1,2015-12-30,8000000.0,5706168.0,Par.,3800000.0,1900000.0
1320,Anomalisa,90.0,Drama,7.3,en,Anomalisa,10.285,7.1,2015-12-30,8000000.0,5706168.0,Par.,3800000.0,1900000.0
1322,Dom Hemingway,93.0,Comedy,6.2,en,Dom Hemingway,7.254,5.8,2014-04-02,7000000.0,1857458.0,FoxS,524000.0,
1322,Dom Hemingway,93.0,Crime,6.2,en,Dom Hemingway,7.254,5.8,2014-04-02,7000000.0,1857458.0,FoxS,524000.0,
1322,Dom Hemingway,93.0,Drama,6.2,en,Dom Hemingway,7.254,5.8,2014-04-02,7000000.0,1857458.0,FoxS,524000.0,
1323,The November Man,108.0,Action,6.3,en,The November Man,17.747,6.1,2014-08-27,15000000.0,34820335.0,Rela.,25000000.0,7500000.0
1323,The November Man,108.0,Crime,6.3,en,The November Man,17.747,6.1,2014-08-27,15000000.0,34820335.0,Rela.,25000000.0,7500000.0
1323,The November Man,108.0,Thriller,6.3,en,The November Man,17.747,6.1,2014-08-27,15000000.0,34820335.0,Rela.,25000000.0,7500000.0
1324,Carol,118.0,Drama,7.2,en,Carol,13.095999999999998,7.4,2015-11-20,11800000.0,42843521.0,Wein.,12700000.0,27600000.0
1324,Carol,118.0,Romance,7.2,en,Carol,13.095999999999998,7.4,2015-11-20,11800000.0,42843521.0,Wein.,12700000.0,27600000.0
1326,The Green Inferno,100.0,Adventure,5.3,en,The Green Inferno,13.67,5.2,2015-09-25,1000000.0,12931420.0,BH Tilt,7200000.0,
1326,The Green Inferno,100.0,Horror,5.3,en,The Green Inferno,13.67,5.2,2015-09-25,1000000.0,12931420.0,BH Tilt,7200000.0,
1327,Desert Dancer,104.0,Biography,6.2,en,Desert Dancer,1.508,6.9,2015-04-10,4000000.0,596335.0,Rela.,155000.0,
1327,Desert Dancer,104.0,Drama,6.2,en,Desert Dancer,1.508,6.9,2015-04-10,4000000.0,596335.0,Rela.,155000.0,
1327,Desert Dancer,104.0,Music,6.2,en,Desert Dancer,1.508,6.9,2015-04-10,4000000.0,596335.0,Rela.,155000.0,
1328,Gods of Egypt,127.0,Action,5.4,en,Gods of Egypt,18.517,5.4,2016-02-26,140000000.0,138836756.0,LG/S,31200000.0,119500000.0
1328,Gods of Egypt,127.0,Adventure,5.4,en,Gods of Egypt,18.517,5.4,2016-02-26,140000000.0,138836756.0,LG/S,31200000.0,119500000.0
1328,Gods of Egypt,127.0,Fantasy,5.4,en,Gods of Egypt,18.517,5.4,2016-02-26,140000000.0,138836756.0,LG/S,31200000.0,119500000.0
1329,Woman in Gold,109.0,Biography,7.3,en,Woman in Gold,7.76,7.4,2015-04-01,11000000.0,58586407.0,Wein.,33299999.0,28300000.0
1329,Woman in Gold,109.0,Drama,7.3,en,Woman in Gold,7.76,7.4,2015-04-01,11000000.0,58586407.0,Wein.,33299999.0,28300000.0
1329,Woman in Gold,109.0,History,7.3,en,Woman in Gold,7.76,7.4,2015-04-01,11000000.0,58586407.0,Wein.,33299999.0,28300000.0
1330,The Heat,117.0,Action,6.6,en,The Heat,16.912,6.6,2013-06-28,43000000.0,229727774.0,Fox,159600000.0,70300000.0
1330,The Heat,117.0,Comedy,6.6,en,The Heat,16.912,6.6,2013-06-28,43000000.0,229727774.0,Fox,159600000.0,70300000.0
1330,The Heat,117.0,Crime,6.6,en,The Heat,16.912,6.6,2013-06-28,43000000.0,229727774.0,Fox,159600000.0,70300000.0
1331,Atomic Blonde,115.0,Action,6.7,en,Atomic Blonde,21.662,6.3,2017-07-28,30000000.0,98345423.0,Focus,51700000.0,48300000.0
1331,Atomic Blonde,115.0,Mystery,6.7,en,Atomic Blonde,21.662,6.3,2017-07-28,30000000.0,98345423.0,Focus,51700000.0,48300000.0
1331,Atomic Blonde,115.0,Thriller,6.7,en,Atomic Blonde,21.662,6.3,2017-07-28,30000000.0,98345423.0,Focus,51700000.0,48300000.0
1332,Adrift,65.0,Drama,6.0,en,Adrift,0.6,7.0,2018-06-01,35000000.0,57897191.0,STX,31400000.0,28500000.0
1333,Adrift,65.0,Drama,6.0,en,Adrift,16.785999999999998,6.7,2018-06-01,35000000.0,57897191.0,STX,31400000.0,28500000.0
1334,Adrift,96.0,Action,6.6,en,Adrift,0.6,7.0,2018-06-01,35000000.0,57897191.0,STX,31400000.0,28500000.0
1334,Adrift,96.0,Adventure,6.6,en,Adrift,0.6,7.0,2018-06-01,35000000.0,57897191.0,STX,31400000.0,28500000.0
1334,Adrift,96.0,Biography,6.6,en,Adrift,0.6,7.0,2018-06-01,35000000.0,57897191.0,STX,31400000.0,28500000.0
1335,Adrift,96.0,Action,6.6,en,Adrift,16.785999999999998,6.7,2018-06-01,35000000.0,57897191.0,STX,31400000.0,28500000.0
1335,Adrift,96.0,Adventure,6.6,en,Adrift,16.785999999999998,6.7,2018-06-01,35000000.0,57897191.0,STX,31400000.0,28500000.0
1335,Adrift,96.0,Biography,6.6,en,Adrift,16.785999999999998,6.7,2018-06-01,35000000.0,57897191.0,STX,31400000.0,28500000.0
1336,Philomena,98.0,Biography,7.6,en,Philomena,8.978,7.4,2013-11-22,12000000.0,98963392.0,Wein.,37700000.0,62400000.0
1336,Philomena,98.0,Comedy,7.6,en,Philomena,8.978,7.4,2013-11-22,12000000.0,98963392.0,Wein.,37700000.0,62400000.0
1336,Philomena,98.0,Drama,7.6,en,Philomena,8.978,7.4,2013-11-22,12000000.0,98963392.0,Wein.,37700000.0,62400000.0
1337,Project Almanac,106.0,Drama,6.4,en,Project Almanac,9.55,6.5,2015-01-30,12000000.0,32909437.0,Par.,22300000.0,10900000.0
1337,Project Almanac,106.0,Mystery,6.4,en,Project Almanac,9.55,6.5,2015-01-30,12000000.0,32909437.0,Par.,22300000.0,10900000.0
1337,Project Almanac,106.0,Sci-Fi,6.4,en,Project Almanac,9.55,6.5,2015-01-30,12000000.0,32909437.0,Par.,22300000.0,10900000.0
1338,Taken 3,108.0,Action,6.0,en,Taken 3,27.679,6.1,2015-01-09,48000000.0,327656424.0,Fox,89300000.0,237200000.0
1338,Taken 3,108.0,Thriller,6.0,en,Taken 3,27.679,6.1,2015-01-09,48000000.0,327656424.0,Fox,89300000.0,237200000.0
1339,The Peanuts Movie,88.0,Adventure,7.1,en,The Peanuts Movie,11.344,6.6,2015-11-06,99000000.0,250091610.0,Fox,130199999.0,116100000.0
1339,The Peanuts Movie,88.0,Animation,7.1,en,The Peanuts Movie,11.344,6.6,2015-11-06,99000000.0,250091610.0,Fox,130199999.0,116100000.0
1339,The Peanuts Movie,88.0,Comedy,7.1,en,The Peanuts Movie,11.344,6.6,2015-11-06,99000000.0,250091610.0,Fox,130199999.0,116100000.0
1341,And So It Goes,94.0,Comedy,5.8,en,And So It Goes,8.235,5.9,2014-07-25,18000000.0,17920013.0,CE,15200000.0,10200000.0
